total_num_groups 273
new_group 67
6120 -120.55 38.7617
5532 -120.542 39.0922
5533 -120.533 39.1042
6119 -120.528 38.7571
6118 -120.524 38.7574
5534 -120.514 39.1223
5535 -120.512 39.1301
6117 -120.512 38.76
5536 -120.511 39.1485
5537 -120.501 39.1641
6116 -120.495 38.7617
6115 -120.477 38.7657
6114 -120.464 38.7703
6113 -120.455 38.7714
6112 -120.449 38.7713
5973 -120.441 38.7731
5974 -120.438 38.7738
5975 -120.431 38.779
5976 -120.427 38.7798
5977 -120.422 38.7794
6127 -120.625 38.7425
6128 -120.633 38.7402
6129 -120.64 38.7394
6130 -120.652 38.741
6131 -120.664 38.7435
6132 -120.684 38.7417
6133 -120.687 38.7425
6134 -120.696 38.7432
6135 -120.712 38.739
6136 -120.723 38.7397
6683 -120.44 38.529
6684 -120.435 38.5282
6685 -120.421 38.5311
6808 -120.724 38.5649
6809 -120.707 38.5708
6810 -120.677 38.5748
6811 -120.654 38.5755
6812 -120.626 38.5819
6813 -120.603 38.5846
6814 -120.593 38.5821
6815 -120.566 38.5838
6816 -120.559 38.5812
6817 -120.536 38.5589
6818 -120.529 38.5538
6819 -120.523 38.5542
6820 -120.513 38.556
6821 -120.488 38.5486
6822 -120.465 38.5442
6823 -120.454 38.5394
6824 -120.444 38.5335
7025 -120.603 38.4233
7026 -120.59 38.4305
7027 -120.557 38.4387
7028 -120.539 38.4451
7029 -120.532 38.4494
7030 -120.529 38.4534
7031 -120.528 38.4679
7032 -120.519 38.4873
7033 -120.498 38.5016
7034 -120.483 38.5162
7035 -120.468 38.5143
7036 -120.451 38.5228
7037 -120.443 38.5283
7095 -120.618 38.4146
7096 -120.625 38.4053
7097 -120.636 38.4029
7098 -120.642 38.405
7099 -120.654 38.4125
7100 -120.663 38.4146
7101 -120.668 38.4124
7102 -120.698 38.3825
7103 -120.717 38.3695
new_group 74
12171 -120.623 36.2682
11966 -120.251 36.275
12172 -120.632 36.2803
12173 -120.65 36.286
12174 -120.665 36.2916
12175 -120.7 36.3005
12176 -120.709 36.3067
11965 -120.281 36.3075
11970 -120.102 36.3145
12177 -120.717 36.3216
11964 -120.297 36.3228
11963 -120.308 36.3365
11962 -120.345 36.3854
11724 -120.701 36.3914
11725 -120.707 36.3914
11727 -120.72 36.3963
11726 -120.718 36.3968
11723 -120.687 36.3975
11722 -120.681 36.4022
11721 -120.675 36.4088
11720 -120.676 36.412
11719 -120.684 36.4164
11718 -120.681 36.4208
11717 -120.678 36.4225
11716 -120.67 36.4229
11628 -120.333 36.4262
11961 -120.38 36.4283
11715 -120.663 36.4358
11960 -120.391 36.4413
11714 -120.656 36.4449
11629 -120.334 36.4459
11543 -120.395 36.4472
11713 -120.66 36.4515
11550 -120.404 36.4559
11712 -120.667 36.4572
11711 -120.671 36.4601
11710 -120.706 36.464
11709 -120.721 36.4651
11708 -120.73 36.4677
11544 -120.391 36.4746
11551 -120.427 36.481
11545 -120.391 36.4847
11546 -120.387 36.4905
11552 -120.452 36.4997
11553 -120.501 36.5454
11554 -120.522 36.563
11555 -120.542 36.5754
11556 -120.602 36.6178
11557 -120.616 36.6289
11244 -120.252 36.638
11558 -120.626 36.6396
11243 -120.253 36.6453
11242 -120.251 36.6522
11241 -120.25 36.6527
11240 -120.239 36.661
11070 -120.656 36.6802
11067 -120.658 36.6824
11069 -120.655 36.6999
11547 -120.388 36.7289
10896 -120.358 36.7324
10897 -120.344 36.7362
10898 -120.329 36.7368
11548 -120.387 36.742
10895 -120.379 36.7516
11549 -120.383 36.7519
10884 -120.379 36.7528
11068 -120.655 36.7534
12262 -120.649 36.1704
12263 -120.659 36.174
12264 -120.68 36.1755
12265 -120.693 36.1809
12266 -120.712 36.1964
12267 -120.725 36.2023
11967 -120.243 36.2621
new_group 67
10860 -120.382 36.754
10859 -120.38 36.7573
10852 -120.383 36.7591
10851 -120.389 36.7617
11066 -120.714 36.7666
10850 -120.393 36.7719
11065 -120.724 36.7804
10813 -120.731 36.7889
10814 -120.735 36.7954
10849 -120.437 36.8314
10848 -120.447 36.8474
10684 -120.468 36.8517
10682 -120.655 36.853
10683 -120.646 36.8536
10679 -120.453 36.8545
10678 -120.453 36.855
10677 -120.458 36.8565
10676 -120.44 36.8591
10664 -120.447 36.8596
10663 -120.454 36.8596
10658 -120.458 36.8604
10675 -120.339 36.8607
10659 -120.473 36.8784
10660 -120.486 36.888
10681 -120.655 36.8982
10661 -120.503 36.8988
10662 -120.516 36.906
10621 -120.55 36.921
10674 -120.257 36.9244
10622 -120.616 36.9511
10589 -120.629 36.9583
10680 -120.653 36.9645
10591 -120.642 36.9648
10514 -120.653 36.9722
10590 -120.632 36.977
10515 -120.651 36.9845
10446 -120.632 36.9862
10516 -120.739 37.0115
10445 -120.633 37.0116
10233 -120.633 37.0485
10232 -120.586 37.0511
10234 -120.641 37.055
10231 -120.554 37.0564
10230 -120.538 37.0666
10204 -120.281 37.0857
10229 -120.491 37.0859
10193 -120.484 37.0892
10192 -120.489 37.1315
10191 -120.488 37.1363
10190 -120.489 37.1427
10201 -120.267 37.1474
10200 -120.272 37.1486
10115 -120.272 37.1499
10114 -120.272 37.1622
10116 -120.308 37.1748
10189 -120.489 37.175
10113 -120.269 37.1863
10188 -120.484 37.1956
10112 -120.266 37.2272
10110 -120.247 37.2279
10111 -120.262 37.2282
10109 -120.242 37.2305
10117 -120.385 37.2392
10118 -120.397 37.2487
10119 -120.406 37.2545
9909 -120.485 37.2881
9888 -120.485 37.2889
new_group 68
9887 -120.449 37.2914
9886 -120.45 37.2922
9857 -120.447 37.3001
9856 -120.447 37.3002
9853 -120.713 37.3016
9847 -120.477 37.3023
9858 -120.312 37.3031
9846 -120.507 37.3033
9845 -120.51 37.3034
9854 -120.601 37.3044
9836 -120.498 37.3122
9825 -120.499 37.3126
9722 -120.51 37.318
9721 -120.515 37.32
9719 -120.6 37.3421
9720 -120.575 37.3427
9718 -120.607 37.3437
9589 -120.609 37.3462
9587 -120.611 37.3478
9586 -120.605 37.354
9581 -120.617 37.3581
9578 -120.62 37.3589
9577 -120.701 37.3886
9576 -120.709 37.3905
9574 -120.73 37.3908
9573 -120.737 37.3927
9575 -120.716 37.3937
9572 -120.74 37.3972
9571 -120.743 37.3987
9826 -120.5 37.4021
9827 -120.503 37.4102
9828 -120.513 37.4214
9829 -120.54 37.4356
9830 -120.557 37.4411
9832 -120.578 37.4417
9831 -120.565 37.4423
9833 -120.59 37.4488
9834 -120.604 37.4511
9307 -120.615 37.4763
9308 -120.593 37.4776
9304 -120.642 37.4792
9309 -120.579 37.4793
9310 -120.552 37.4936
9221 -120.663 37.4938
9216 -120.659 37.4943
9312 -120.504 37.4944
9311 -120.537 37.4944
9313 -120.488 37.4976
9314 -120.478 37.5008
9215 -120.671 37.5076
9214 -120.694 37.5329
9213 -120.701 37.5423
9212 -120.706 37.5444
9211 -120.709 37.5469
9210 -120.712 37.5489
9209 -120.734 37.573
9208 -120.737 37.5812
9207 -120.733 37.5916
9206 -120.738 37.6064
8895 -120.513 37.6386
8894 -120.52 37.6387
8891 -120.559 37.6395
8890 -120.566 37.6395
8896 -120.505 37.6404
8893 -120.537 37.6424
8892 -120.546 37.6426
8884 -120.748 37.6431
11728 -120.744 36.383
new_group 67
8897 -120.501 37.6435
8889 -120.596 37.6444
8885 -120.723 37.6453
8888 -120.648 37.6453
8886 -120.691 37.6515
8887 -120.679 37.6516
8898 -120.484 37.663
8899 -120.476 37.6653
8489 -120.731 37.788
8490 -120.726 37.79
8491 -120.712 37.8055
8493 -120.698 37.8056
8495 -120.679 37.8062
8492 -120.703 37.8062
8494 -120.69 37.8082
8496 -120.672 37.8082
8404 -120.668 37.8114
8405 -120.659 37.8182
8406 -120.646 37.8227
8335 -120.511 37.8391
8411 -120.532 37.8466
8407 -120.614 37.8476
8410 -120.546 37.8489
8408 -120.601 37.8509
8409 -120.564 37.851
8336 -120.512 37.8576
8337 -120.514 37.8647
8338 -120.511 37.8735
8339 -120.505 37.8814
8376 -120.477 37.8858
8227 -120.518 37.89
8210 -120.495 37.8918
8225 -120.542 37.8919
8226 -120.531 37.892
8207 -120.488 37.8945
8206 -120.487 37.8949
8224 -120.553 37.8976
8223 -120.563 37.9012
8222 -120.57 37.9036
8221 -120.578 37.9068
8220 -120.588 37.9169
8219 -120.591 37.9259
8218 -120.6 37.9356
8157 -120.736 37.938
8158 -120.755 37.9423
8217 -120.604 37.9476
8156 -120.698 37.9494
8155 -120.689 37.9577
8216 -120.612 37.9602
8154 -120.669 37.9633
8215 -120.619 37.9685
8214 -120.632 37.9767
8153 -120.652 37.9782
8044 -120.637 37.9832
8043 -120.64 37.9868
7978 -120.474 37.9941
7977 -120.479 37.996
8042 -120.643 37.9979
7976 -120.484 38.001
7975 -120.485 38.0018
8041 -120.636 38.0068
8040 -120.633 38.0128
7974 -120.499 38.0136
8039 -120.634 38.019
7973 -120.509 38.0216
7972 -120.511 38.0259
7971 -120.504 38.0295
new_group 45
7109 -120.791 38.3675
7108 -120.784 38.3636
7107 -120.776 38.3512
7429 -120.774 38.3489
7106 -120.768 38.3571
7428 -120.761 38.3379
7105 -120.756 38.363
7427 -120.751 38.3319
7104 -120.741 38.365
7426 -120.731 38.3249
7425 -120.724 38.3203
7424 -120.723 38.3134
7420 -120.705 38.3048
7556 -120.592 38.4165
7557 -120.587 38.4157
7558 -120.57 38.4237
7559 -120.557 38.4243
7563 -120.552 38.4171
7560 -120.551 38.4258
7562 -120.548 38.4211
7561 -120.548 38.424
7564 -120.537 38.4115
7565 -120.531 38.4068
7566 -120.523 38.4027
7573 -120.522 38.3207
7567 -120.521 38.386
7574 -120.519 38.3148
7568 -120.518 38.3815
7572 -120.511 38.3514
7569 -120.508 38.3753
7575 -120.508 38.3125
7570 -120.506 38.3692
7571 -120.502 38.3617
7532 -120.275 38.3131
7533 -120.274 38.3085
7531 -120.274 38.317
7530 -120.268 38.321
7529 -120.26 38.3233
7528 -120.248 38.3279
7527 -120.217 38.3424
7526 -120.208 38.3621
7525 -120.194 38.3727
7524 -120.18 38.3953
7523 -120.167 38.4015
7522 -120.153 38.4103
new_group 81
7970 -120.503 38.0325
7969 -120.504 38.0369
7968 -120.507 38.0423
8038 -120.643 38.0438
7967 -120.52 38.0452
8037 -120.642 38.0481
8036 -120.627 38.0527
7966 -120.528 38.0537
8035 -120.622 38.0556
8034 -120.62 38.0634
7807 -120.538 38.0679
8033 -120.617 38.0699
7806 -120.535 38.0714
8032 -120.567 38.0774
7808 -120.549 38.0827
7755 -120.556 38.0841
7805 -120.512 38.0867
7804 -120.502 38.0908
7803 -120.491 38.092
7802 -120.479 38.0925
7754 -120.582 38.099
7753 -120.596 38.1122
7752 -120.621 38.1257
7751 -120.633 38.1344
7750 -120.635 38.1471
7749 -120.647 38.172
7748 -120.663 38.1808
7747 -120.675 38.1956
7746 -120.676 38.2001
7430 -120.806 38.202
7408 -120.681 38.205
7439 -120.683 38.2054
7431 -120.795 38.2076
7409 -120.681 38.2087
7436 -120.716 38.2117
7438 -120.698 38.2121
7435 -120.725 38.2123
7437 -120.707 38.2149
7433 -120.76 38.2155
7432 -120.782 38.216
7434 -120.75 38.218
7410 -120.686 38.2184
7588 -120.477 38.2237
7411 -120.692 38.2256
7587 -120.484 38.2284
7586 -120.49 38.2305
7412 -120.708 38.2403
7585 -120.501 38.2424
7413 -120.712 38.2484
7584 -120.514 38.2512
7414 -120.718 38.2522
7415 -120.72 38.2553
7583 -120.518 38.2571
7582 -120.517 38.2598
7581 -120.514 38.2627
7416 -120.716 38.2641
7580 -120.503 38.2684
7417 -120.716 38.2701
7579 -120.504 38.2803
7418 -120.709 38.2884
7578 -120.494 38.2916
7577 -120.497 38.2954
7576 -120.502 38.3003
7419 -120.706 38.3006
7422 -120.722 38.3009
7421 -120.716 38.3029
7423 -120.733 38.3038
8488 -120.776 37.7801
8870 -120.788 37.6766
8871 -120.768 37.6617
8872 -120.761 37.6516
8873 -120.759 37.6478
8874 -120.761 37.643
8878 -120.784 37.6427
8879 -120.77 37.6422
9205 -120.76 37.6363
9220 -120.777 37.4936
9566 -120.799 37.4567
9567 -120.786 37.4447
9568 -120.766 37.4256
9569 -120.758 37.4155
new_group 80
15416 -120.577 34.8442
15727 -120.572 34.7086
15417 -120.571 34.84
15719 -120.57 34.7085
15720 -120.564 34.7092
15418 -120.558 34.8339
15571 -120.558 34.7775
15570 -120.557 34.7802
15572 -120.553 34.7726
15721 -120.552 34.7198
15419 -120.548 34.8339
15573 -120.543 34.7662
15725 -120.543 34.75
15420 -120.542 34.8364
15569 -120.54 34.7947
15722 -120.539 34.7278
15726 -120.538 34.7546
15574 -120.536 34.7652
15409 -120.536 34.8412
15723 -120.535 34.7318
15724 -120.533 34.7376
15568 -120.53 34.8055
15575 -120.529 34.7588
15411 -120.528 34.8591
15410 -120.528 34.8469
15567 -120.527 34.8113
15576 -120.527 34.7574
15412 -120.527 34.8701
15565 -120.526 34.8288
15566 -120.525 34.8229
15413 -120.521 34.8774
15809 -120.518 34.6434
15414 -120.517 34.8789
15773 -120.512 34.759
15774 -120.509 34.7501
15772 -120.507 34.7706
15771 -120.506 34.7782
15770 -120.504 34.7782
15775 -120.503 34.7397
15769 -120.5 34.7804
15415 -120.498 34.8807
15768 -120.482 34.7816
15776 -120.482 34.7111
15374 -120.471 34.878
15808 -120.471 34.6391
15777 -120.47 34.7006
15778 -120.469 34.7002
15807 -120.469 34.6379
15779 -120.469 34.7
15767 -120.468 34.7859
15790 -120.453 34.6814
15789 -120.452 34.672
15375 -120.451 34.8728
15791 -120.45 34.687
15766 -120.446 34.8055
15792 -120.445 34.6898
15443 -120.443 34.8462
15442 -120.442 34.8528
15444 -120.439 34.8291
15793 -120.436 34.7027
15805 -120.436 34.6403
15804 -120.435 34.641
15806 -120.435 34.6382
15373 -120.435 34.8604
15445 -120.434 34.8127
15796 -120.434 34.7369
15797 -120.433 34.7432
15810 -120.532 34.6464
15811 -120.542 34.6519
15812 -120.56 34.6661
15813 -120.568 34.6711
15821 -120.467 34.6374
15822 -120.456 34.6423
15865 -120.433 34.6309
16114 -120.492 34.5123
16115 -120.489 34.5166
16116 -120.486 34.5185
16117 -120.473 34.5204
16118 -120.451 34.5125
16119 -120.443 34.5113
new_group 100
5407 -120.964 39.1507
5408 -120.964 39.1427
5406 -120.964 39.1553
5409 -120.96 39.1334
6095 -120.957 38.8314
5653 -120.955 38.9579
6096 -120.952 38.8299
5374 -120.952 39.1189
5654 -120.951 38.9695
5627 -120.951 39.1108
5628 -120.946 39.1032
5655 -120.945 38.9735
5629 -120.945 39.0956
5375 -120.941 39.1283
5656 -120.94 38.9806
6097 -120.939 38.8317
6098 -120.935 38.83
5376 -120.934 39.1381
6099 -120.928 38.8233
5377 -120.924 39.1441
6100 -120.92 38.818
5657 -120.919 38.9967
6101 -120.912 38.8098
5378 -120.912 39.1543
5658 -120.911 39.0011
6102 -120.91 38.8041
5379 -120.898 39.1497
6103 -120.896 38.8022
5659 -120.889 39.0022
5380 -120.888 39.1493
5660 -120.882 39.0013
5661 -120.874 38.9992
6104 -120.871 38.7802
5381 -120.869 39.1581
5662 -120.868 38.9998
5382 -120.863 39.1683
6105 -120.854 38.7686
5383 -120.853 39.1722
5384 -120.842 39.1829
5663 -120.841 39.0093
5385 -120.835 39.1844
5386 -120.831 39.182
6106 -120.826 38.7554
5664 -120.823 39.0185
5387 -120.82 39.1853
6107 -120.819 38.7485
5388 -120.816 39.187
5462 -120.813 39.0221
5463 -120.808 39.0244
6108 -120.806 38.7334
5509 -120.803 39.0181
5510 -120.799 39.0162
5464 -120.794 39.0314
5511 -120.79 39.0208
5512 -120.785 39.028
5513 -120.778 39.0218
5465 -120.774 39.0537
5514 -120.771 39.0204
5515 -120.768 39.0186
5466 -120.767 39.0567
5516 -120.761 39.0191
5517 -120.756 39.0153
5467 -120.751 39.059
5468 -120.748 39.0641
5518 -120.745 39.0151
5469 -120.743 39.0677
5470 -120.734 39.0746
6137 -120.73 38.7413
6138 -120.741 38.7409
6139 -120.743 38.7399
6140 -120.75 38.7342
6141 -120.753 38.7332
6142 -120.758 38.7327
6143 -120.768 38.7322
6144 -120.776 38.7343
6145 -120.78 38.7342
6146 -120.793 38.7323
6147 -120.802 38.7277
6148 -120.802 38.7264
6149 -120.801 38.7257
6251 -120.849 38.6819
6252 -120.84 38.6835
6253 -120.816 38.7064
6254 -120.8 38.7222
6364 -120.948 38.6628
6365 -120.905 38.6716
6366 -120.875 38.6793
6367 -120.862 38.682
6368 -120.929 38.6784
6369 -120.915 38.6887
6370 -120.893 38.6996
6371 -120.862 38.7085
6372 -120.848 38.7131
6373 -120.844 38.7157
6374 -120.828 38.7317
6375 -120.814 38.7337
6479 -120.952 38.6608
6825 -120.853 38.6616
6826 -120.852 38.6545
6827 -120.849 38.6452
new_group 100
9820 -120.847 37.315
9821 -120.846 37.3595
9822 -120.849 37.3725
9823 -120.846 37.3808
9397 -120.81 37.4629
9398 -120.827 37.4706
9396 -120.818 37.472
9395 -120.821 37.474
9305 -120.847 37.4772
9306 -120.862 37.4827
9278 -120.863 37.4839
9273 -120.847 37.4859
9272 -120.847 37.4868
9271 -120.865 37.4872
9204 -120.836 37.4944
9201 -120.993 37.4944
9198 -120.836 37.4949
9199 -120.835 37.4949
9219 -120.822 37.4951
9197 -120.849 37.4958
9200 -120.925 37.4962
9194 -120.871 37.4968
9193 -120.861 37.4971
9192 -120.862 37.4972
9176 -120.852 37.5069
9175 -120.852 37.5078
9174 -120.858 37.5149
9202 -120.994 37.5176
9196 -120.884 37.526
9195 -120.885 37.5323
9173 -120.879 37.5347
9124 -120.885 37.5432
9125 -120.894 37.5526
9126 -120.901 37.557
9127 -120.942 37.5909
9203 -120.992 37.597
9046 -120.953 37.5984
9045 -120.991 37.5997
9031 -120.958 37.6038
9026 -120.963 37.6092
9023 -120.969 37.6148
9018 -120.978 37.6239
8883 -121.012 37.6401
8882 -120.995 37.6405
8902 -121.018 37.6407
9824 -120.846 37.4701
9848 -120.797 37.3164
9849 -120.788 37.3132
9850 -120.775 37.3125
9851 -120.767 37.3063
9852 -120.761 37.3048
9921 -120.917 37.3132
9922 -120.927 37.3099
9923 -120.965 37.2645
9924 -120.976 37.2632
9925 -121.004 37.2621
10168 -121 37.2529
10169 -121.001 37.2501
10170 -121.012 37.2516
10171 -121.014 37.2511
10172 -121.014 37.1903
10173 -121.016 37.1381
10174 -121.015 37.1075
10211 -120.967 37.0548
10212 -120.993 37.0841
10213 -121.015 37.1058
10214 -120.787 37.0546
10254 -121.013 37.0554
9570 -120.751 37.4042
10815 -120.789 36.863
10816 -120.858 36.9533
10817 -120.872 36.9666
10818 -120.905 36.9902
10819 -120.926 37.0126
11157 -120.752 36.7871
11158 -120.766 36.7888
11159 -120.774 36.7861
11160 -120.784 36.7858
11161 -120.803 36.7823
11162 -120.818 36.7832
11163 -120.832 36.7791
11164 -120.838 36.778
11165 -120.859 36.76
11166 -120.871 36.7461
11167 -120.87 36.7411
11168 -120.861 36.715
11169 -120.858 36.7098
11170 -120.857 36.6933
11171 -120.859 36.6841
11172 -120.865 36.6781
11173 -120.867 36.6714
11174 -120.876 36.6631
11175 -120.878 36.6211
11176 -120.877 36.6096
11177 -120.887 36.6114
11178 -120.91 36.6107
11179 -120.959 36.6152
11180 -120.975 36.6178
11181 -121 36.6285
11182 -121.013 36.6306
new_group 74
8876 -120.941 37.6417
8877 -120.851 37.6419
8806 -121.031 37.6774
8800 -120.993 37.6791
8796 -120.993 37.6797
8797 -120.994 37.6841
8869 -120.807 37.7053
8798 -120.994 37.7123
8868 -120.836 37.7497
8531 -120.839 37.7562
8799 -120.995 37.7593
8506 -120.847 37.7652
8497 -120.841 37.7715
8486 -120.84 37.7721
8483 -120.853 37.7736
8482 -120.853 37.7742
8481 -120.853 37.7749
8487 -120.822 37.7776
8480 -120.861 37.7854
8479 -120.869 37.7903
8478 -120.896 37.7955
8477 -120.911 37.7971
8476 -120.986 37.7983
8415 -120.994 37.8014
8421 -120.999 37.8025
8422 -121.002 37.8031
8416 -120.993 37.8038
8417 -120.997 37.9273
8173 -121.038 37.932
8167 -120.996 37.934
8169 -120.972 37.9347
8170 -120.941 37.9349
8174 -121.045 37.9353
8168 -120.988 37.9361
8159 -120.81 37.9419
8160 -120.815 37.9459
8171 -120.939 37.9481
8161 -120.818 37.949
8135 -120.839 37.9491
8134 -120.839 37.9721
8133 -120.837 37.9886
8132 -120.851 38.0144
8075 -121.049 38.0307
8131 -120.85 38.0325
8074 -121.046 38.0327
8130 -120.85 38.0394
8073 -121.038 38.0402
8072 -121.029 38.0426
8071 -121.024 38.0476
8129 -120.852 38.0476
8070 -121.014 38.0517
8128 -120.856 38.0546
8127 -120.864 38.06
8069 -121.007 38.0607
8126 -120.866 38.0639
8125 -120.863 38.0741
8068 -120.971 38.0835
8124 -120.868 38.0888
8067 -120.953 38.0921
8123 -120.867 38.0983
8066 -120.943 38.0995
8065 -120.937 38.1017
8064 -120.915 38.1065
8122 -120.876 38.1113
8063 -120.907 38.1116
8121 -120.877 38.1154
8062 -120.899 38.12
9928 -121.041 37.3555
9929 -121.035 37.3438
9930 -121.026 37.323
10175 -121.024 37.1167
10176 -121.026 37.1205
10177 -121.03 37.1353
10178 -121.035 37.1426
new_group 67
7652 -120.873 38.1224
7651 -120.867 38.134
7650 -120.853 38.1541
7649 -120.841 38.1639
7648 -120.835 38.1732
7613 -120.919 38.1834
7612 -120.956 38.1858
7615 -120.881 38.1859
7616 -120.873 38.1863
7647 -120.826 38.1868
7614 -120.893 38.1876
7620 -120.841 38.1926
7603 -121.089 38.1928
7611 -120.967 38.193
7619 -120.848 38.1933
7617 -120.861 38.1945
7618 -120.856 38.1953
7606 -121.03 38.2012
7621 -120.82 38.2014
7604 -121.059 38.2022
7605 -121.05 38.2022
7607 -121.022 38.2054
7608 -121.002 38.2059
7610 -120.984 38.2086
7609 -120.993 38.2092
7243 -120.907 38.3348
7242 -120.915 38.3417
7241 -120.921 38.3489
7240 -120.927 38.3521
7239 -120.932 38.3543
7238 -120.944 38.3656
7232 -121.074 38.3668
7237 -120.958 38.3702
7110 -120.802 38.3768
7236 -120.978 38.382
7233 -121.052 38.3828
7234 -121.043 38.3874
7111 -120.805 38.3875
7235 -121.029 38.3883
7112 -120.804 38.3949
7113 -120.82 38.4182
7116 -120.842 38.4206
7115 -120.837 38.421
7114 -120.824 38.4243
7117 -120.85 38.4291
6980 -120.898 38.452
6979 -120.909 38.4521
6981 -120.881 38.4534
6978 -120.918 38.4542
6957 -120.866 38.4575
6958 -120.861 38.4588
6977 -120.933 38.4618
6959 -120.856 38.4642
6975 -120.964 38.4659
6976 -120.94 38.4661
6974 -120.973 38.4684
6799 -120.846 38.4814
6971 -121.021 38.4841
6973 -120.998 38.486
6832 -120.846 38.4865
6972 -121.01 38.4867
6970 -121.05 38.4869
6800 -120.837 38.4877
6968 -121.076 38.4878
6969 -121.057 38.4892
6967 -121.088 38.494
6966 -121.092 38.4969
new_group 65
6054 -121.093 38.8883
5768 -121.078 38.8936
5767 -121.078 38.8939
5765 -121.065 38.9026
5766 -121.053 38.9082
5740 -121.067 38.9119
5739 -121.068 38.913
5726 -121.059 38.9131
5693 -121.059 38.9135
5738 -121.069 38.9144
5694 -121.055 38.9177
5645 -121.022 38.9292
5644 -121.054 38.9299
5646 -121.014 38.9303
5647 -121.005 38.9349
5643 -121.054 38.9351
5648 -120.995 38.9386
5737 -121.093 38.9389
5642 -121.053 38.939
5649 -120.99 38.9422
5650 -120.978 38.9462
5641 -121.047 38.9504
5651 -120.969 38.9536
5652 -120.965 38.9544
5640 -121.042 38.9551
5639 -121.027 38.9642
5736 -121.105 38.9658
5638 -121.024 38.9673
5637 -121.019 38.9749
5735 -121.106 38.9823
5636 -121.002 38.9916
5734 -121.105 38.9947
5635 -120.996 38.999
5634 -120.99 39.0073
5733 -121.102 39.0113
5633 -120.985 39.0196
5632 -120.974 39.0302
5631 -120.972 39.0341
5732 -121.094 39.0502
5630 -120.969 39.0505
5731 -121.087 39.0642
5730 -121.083 39.1115
5729 -121.067 39.1493
5728 -121.057 39.1622
5727 -121.053 39.1813
6079 -121.043 38.9154
6080 -121.037 38.9147
6081 -121.026 38.9109
6082 -121.019 38.9102
6083 -121.013 38.9049
6084 -121.012 38.8937
6085 -121.013 38.8801
6086 -121.016 38.872
6087 -121.015 38.8663
6088 -121.009 38.8491
6089 -121.011 38.8376
6090 -121.009 38.8333
6091 -121.003 38.8302
6092 -120.993 38.8296
6093 -120.978 38.8305
6094 -120.967 38.8327
6475 -121.098 38.6498
6476 -121.061 38.6624
6477 -121.047 38.663
6478 -121.027 38.6597
new_group 103
11653 -121.125 36.5168
11191 -121.123 36.6584
11654 -121.11 36.5103
11190 -121.106 36.6649
11655 -121.098 36.5096
11189 -121.097 36.6659
11188 -121.093 36.6649
11656 -121.083 36.499
11187 -121.079 36.66
11657 -121.068 36.4829
11186 -121.068 36.6583
11658 -121.062 36.4689
11185 -121.059 36.654
11659 -121.051 36.4518
11660 -121.045 36.4453
11184 -121.038 36.6498
11661 -121.029 36.4334
11183 -121.019 36.6334
11668 -121.002 36.3892
11669 -121.001 36.3833
11667 -121 36.3966
11670 -120.999 36.3815
11662 -120.995 36.4117
11663 -120.992 36.4084
11691 -120.845 36.6044
11697 -120.843 36.5633
11692 -120.835 36.6042
11698 -120.833 36.5554
11699 -120.83 36.5506
11701 -120.829 36.5176
11702 -120.829 36.5119
11700 -120.827 36.5342
11696 -120.823 36.5774
11693 -120.822 36.5913
11703 -120.821 36.5036
11695 -120.819 36.5824
11694 -120.819 36.5865
11732 -120.808 36.3716
11731 -120.801 36.3681
11704 -120.8 36.4912
11730 -120.789 36.3597
11729 -120.776 36.3684
11705 -120.769 36.4794
11706 -120.754 36.4796
11707 -120.748 36.4777
11733 -120.821 36.3735
11734 -120.834 36.3704
11735 -120.84 36.3697
11736 -120.851 36.3625
11737 -120.868 36.3643
11738 -120.881 36.3683
11739 -120.895 36.3766
11740 -120.906 36.3795
11741 -120.918 36.3787
11742 -120.925 36.3826
11743 -120.933 36.3895
11744 -120.942 36.3959
11745 -120.946 36.399
11746 -120.952 36.4002
11747 -120.961 36.4102
11748 -120.988 36.4067
12024 -121.121 36.2187
12025 -121.12 36.2254
12043 -121.016 36.3785
12044 -121.018 36.372
12045 -121.019 36.3596
12046 -121.026 36.3433
12047 -121.031 36.3255
12048 -121.036 36.3196
12049 -121.057 36.2987
12050 -121.072 36.2765
12051 -121.088 36.2663
12052 -121.096 36.2551
12053 -121.111 36.2245
12054 -121.12 36.2158
12066 -121.12 36.2112
12178 -120.746 36.3336
12179 -120.761 36.3465
12180 -120.768 36.3502
12181 -120.776 36.3507
12268 -120.731 36.2025
12269 -120.743 36.2001
12270 -120.753 36.1934
12271 -120.763 36.1968
12272 -120.77 36.1959
12273 -120.779 36.198
12274 -120.791 36.2025
12275 -120.795 36.2028
12276 -120.801 36.195
12277 -120.819 36.1929
12278 -120.824 36.1958
12279 -120.833 36.2026
12280 -120.853 36.2094
12281 -120.875 36.2213
12282 -120.914 36.2583
12283 -120.939 36.2743
12284 -120.941 36.2798
12285 -120.928 36.3015
12286 -120.929 36.3113
12287 -120.94 36.3278
12288 -120.968 36.3591
12289 -120.979 36.3672
12290 -120.998 36.3797
new_group 82
12665 -121.344 35.981
13665 -121.343 35.8043
13666 -121.339 35.7968
13667 -121.321 35.7745
13668 -121.318 35.7631
12664 -121.313 35.9717
13671 -121.313 35.7348
13672 -121.312 35.7284
13669 -121.312 35.7566
13670 -121.311 35.7506
13673 -121.307 35.7175
12663 -121.293 35.9623
12416 -121.288 36.0246
13674 -121.285 35.6919
